X,Y,OBJECTID,SiteID,SensorDate,SensorID,ConfidenceID,Main_Damage_Site_Class,Grouped_Damage_Classes,FieldValidation,Notes,Settlement_Name,Neighborhood,EventCode,lon,lat
34.4393674410001,31.5059064800001,"386",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4392085220001,31.505755794,"387",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.439504974,31.5055908360001,"388",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4416350000001,31.509634851,"389",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Very High,Destroyed,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4417154500001,31.5093107000001,"390",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4418203870001,31.509422348,"391",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.441549685,31.509178391,"392",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4419306630001,31.509649816,"393",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Very High,Severe Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4462376960001,31.5089638590001,"394",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Very High,Severe Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4462069450001,31.509278302,"395",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.44640295,31.5090626240001,"396",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.445848201,31.50909634,"397",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.445998881,31.5089421630001,"398",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4459959520001,31.509445359,"399",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.4584522090001,31.502229206,"400",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Very High,Severe Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.458690968,31.5020191200001,"401",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.458311241,31.5023192470001,"402",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Medium,Moderate Damage,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","32"
34.459564045,31.4995695910001,"403",Building (General / Default),2023/10/10 00:00:00,WorldView-2,Very High,Destroyed,Damaged Buildings,Not yet field validated,,Gaza strip,Gaza Governorate,CE20231007PSE,"34","31"
